title,year,rating,votes
Shortbus,2006,6.4,36981
Silent Hill,2006,6.5,258157
Slither,2006,6.5,94219
Smokin' Aces,2006,6.6,156753
Snakes on a Plane,2006,5.5,148814
Southland Tales,2006,5.3,42018
Starter for 10,2006,6.7,26680
Stay Alive,2006,5.1,35441
Step Up,2006,6.5,133000
Stick It,2006,6.4,31794
Stormbreaker,2006,5.1,26381
Stranger Than Fiction,2006,7.5,243924
Superman Returns,2006,6.1,301708
Take the Lead,2006,6.6,27326
Tales from Earthsea,2006,6.3,47769
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,211722
Tell No One,2006,7.5,60727
Tenacious D in the Pick of Destiny,2006,6.8,118859
The Ant Bully,2006,5.8,43912
The Benchwarmers,2006,5.6,57833
The Black Dahlia,2006,5.6,79449
The Break-Up,2006,5.8,144523
The Butterfly Effect 2,2006,4.5,38502
The Contract,2006,5.6,27037
The Covenant,2006,5.2,54619
The Da Vinci Code,2006,6.6,481688
The Departed,2006,8.5,1534427
The Devil Wears Prada,2006,7,520533
The Fall,2006,7.8,126758
The Fast and the Furious: Tokyo Drift,2006,6.1,326445
The Fountain,2006,7.1,256680
The Girl Who Leapt Through Time,2006,7.6,75036
The Good German,2006,6,26861
The Good Shepherd,2006,6.7,111828
The Grudge 2,2006,5.1,53268
The Guardian,2006,6.9,102497
The Hills Have Eyes,2006,6.4,194134
The Holiday,2006,7,363641
The Host,2006,7.1,141750
The Illusionist,2006,7.5,402105
